"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"302150066662146048","302115669510602754","10447592","","","2013-02-14 20:19:24 +0000","web","@mathewsisson @PivotDesk You guys deserve +4 internets for this. So great."
"302148728201039873","","108812523","","","2013-02-14 20:14:05 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@Justin_Lund Nice post, man. I'm gonna give that a shot."
"302147622989357056","302147165994766336","3280841","","","2013-02-14 20:09:41 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@kriegs I just found out about it yesterday. There's some fun ones. I want to hug everyone responsible for the website though."
"302146305780768768","","","","","2013-02-14 20:04:27 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","So I don't know where this Harlem Shake meme came from but Pivot Desk nailed it: https://t.co/IU0iNe3N","https://www.pivotdesk.com/?shake=true"
"302140533546029056","302139150449135616","7387402","","","2013-02-14 19:41:31 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@PowerLlama All my email addresses go through Gmail."
"302138876074528768","302138393519857664","7387402","","","2013-02-14 19:34:56 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@PowerLlama That was my fear about moving to Mailbox. I never set it up once I hit the front of the line. Kinda glad."
"302121363966140418","302118961401700353","18806648","","","2013-02-14 18:25:20 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@TrentOster Ah, alright. Gonna add it to Steam for Mac too? Seems logical since the Windows version is already there."
"302114625141477376","","18806648","","","2013-02-14 17:58:34 +0000","web","@TrentOster What's up with BGEE for Mac? I heard something about getting rejected from the App Store this morning."
"301882298062761984","","","","","2013-02-14 02:35:23 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","I really wish Less' darken and lighten functions were in normal CSS. I love them so much."
"301877505697144832","","","301867676194721792","15906982","2013-02-14 02:16:20 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","RT @addison: Spotify is to @RDIO as Androird is to iOS."
"301468791022432256","","","","","2013-02-12 23:12:15 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","I want those glasses. ?@SeinfeldToday: ?Kramer develops 2D glasses for people who hate 3D movies?"
"301456103890378753","","","","","2013-02-12 22:21:50 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","I really like the idea of @OutboxMail. I wish I could change my legal address to them. I dont want mail anymore ever. https://t.co/USWp0IKp","https://www.outboxmail.com"
"301455324303478784","","576375356","","","2013-02-12 22:18:44 +0000","web","@OutboxMail I guess I need a more valid email address? http://t.co/4z1cI02G","http://cl.ly/image/0A1c1n3B1w1k"
"301402212863729664","301358879533588480","16690643","","","2013-02-12 18:47:41 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@inkxel Oh, you're a designer? I've had this idea for a website? *kills self*"
"301399858877693952","301398609130303488","5478442","","","2013-02-12 18:38:20 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@motherfuton Fair enough. It is slower but  I &lt;3 hostnames and the Safari Inspector."
"301398005708386304","301373826351108097","5478442","","","2013-02-12 18:30:58 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@motherfuton Do you use the iOS Simulator or actual devices to test? With the iOS Simulator you can just go to http://localhost"
"300427930851487744","","","","","2013-02-10 02:16:15 +0000","<a href=""http://vine.co"" rel=""nofollow"">Vine for iOS</a>","Wine and cheese http://t.co/rpPclssR","http://vine.co/v/bvAzFqtelxT"
"300401724173213696","","","","","2013-02-10 00:32:06 +0000","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Chalk truths. @ Poketo http://t.co/4YFOnRnU","http://instagr.am/p/Vh8rkjs9j0/"
"300392037885308929","","","","","2013-02-09 23:53:37 +0000","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Delicious, delicious pie. @mynameisalbert jeka186 sakebombnation @ The Pie Hole http://t.co/ykyex8V8","http://instagr.am/p/Vh4V_VM9tO/"
"300345579748339713","300300963187675136","639523","","","2013-02-09 20:49:01 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@cleverdevil You're tainted from Alto mail."
"300042817420533760","300042078954598400","641013","","","2013-02-09 00:45:56 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@veganstraightedge Alright, that's a pretty good reason to not go there. Fatty's in Eagle Rock is pretty good."
"300040814124474369","300040348124708864","641013","","","2013-02-09 00:37:59 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@veganstraightedge Sage? Just went there a couple days ago for the first time."
"300039564683268096","300039201032896512","8207832","","","2013-02-09 00:33:01 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@mdo Chumbawambros #90sBroBands"
"300039283601965056","300039201032896512","8207832","","","2013-02-09 00:31:54 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@mdo Matchbos 20 #90sBroBands"
"300034247505346560","","","","","2013-02-09 00:11:53 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","There's a guitar and amp in the office today. It sounds like I'm working inside a Guitar Center."
"299958700557352960","299957762136367104","7387402","","","2013-02-08 19:11:41 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@PowerLlama I'm just happy they're at least trying to address how terrible the interface is. It's a lot simpler which is +points to me."
"299957221838688258","","","","","2013-02-08 19:05:49 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Woah, the new PayPal. From what I can see, I'm excited. https://t.co/GNKwBMsR","https://www.paypal.com/webapps/mpp/new-features-tour#tour-overview"
"299669480399831043","","","","","2013-02-08 00:02:26 +0000","<a href=""http://vine.co"" rel=""nofollow"">Vine for iOS</a>","Champagne party for product launch. I still suck at Vining. http://t.co/W6Po4SQZ","http://vine.co/v/bnFbzI5tPU7"
"299651829451612160","","54205414","","","2013-02-07 22:52:18 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@rdio Feature Request: Built-in http://t.co/5ZBdNs4a","http://eavesdrop.io"
"299651181460987906","299650782570086403","7387402","","","2013-02-07 22:49:43 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@PowerLlama I'm wearing Gloves of Googling +4."
"299644992878682112","299643909380898816","7387402","","","2013-02-07 22:25:08 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@PowerLlama http://t.co/Q4kUZfFK","http://www.boxofficemojo.com/image2/mallcop_PK-09.jpg"
"299643651141812224","299643470430228480","7387402","","","2013-02-07 22:19:48 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@PowerLlama Fair enough"
"299641463774511104","299640003158495232","7387402","","","2013-02-07 22:11:06 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@PowerLlama @lacbc TLDR. Summary?"
"299641134647484416","","","299639895016747008","18644328","2013-02-07 22:09:48 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","RT @philcoffman: Coming up with drinking game ideas around everyone?s Mailbox App place in line..."
"299574154653487104","","","","","2013-02-07 17:43:38 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","http://t.co/5ZBdNs4a is my new favorite thing. Everyone needs to get on @rdio so I can stalk you.","http://eavesdrop.io"
"299557470748155904","299545551152750592","1025598943","","","2013-02-07 16:37:21 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@DreamHostBrett Help me Steambox. You are my only hope."
"299258685136461825","299258324665372672","7387402","","","2013-02-06 20:50:05 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@PowerLlama They are once you tap into the tweet"
"299257794991910912","299257674053341186","7387402","","","2013-02-06 20:46:32 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@PowerLlama Yeah, it's definitely weird. I think it's the only client to do that, yeah?"
"299257535981051904","","","","","2013-02-06 20:45:31 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","I can't tell which makes me happier, that a banana slicer is a real thing, or the awesome Amazon reviews. http://t.co/XAeBP707","http://www.amazon.com/gp/product/B0047E0EII?ie=UTF8&camp=213733&creative=393185&creativeASIN=B0047E0EII&linkCode=shr&tag=jimray-2"
"299256724118978561","299256443666845696","7387402","","","2013-02-06 20:42:17 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@PowerLlama I'm assuming is so when you're scrolling down, there's not a moment of ""WHO THE HELL IS THIS IN MY TIMELINE. oh."""
"299233149622317056","299229858402283521","9507882","","","2013-02-06 19:08:37 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@davidmartinez Not a fan. I'm biased though. I work for DreamHost."
"298978872135929856","","","252574029226053632","30264426","2013-02-06 02:18:12 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","RT @Are_Kelly: This is the funniest thing in the world http://t.co/C6xyrWUI","http://twitpic.com/azy0yb"
"298959721841446912","298959492622741504","15562925","","","2013-02-06 01:02:06 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@precurser Hopefully that means they'll be easy for Rdio to get :)"
"298951985741299712","298951388484993026","14361698","","","2013-02-06 00:31:22 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@balsamiq There's no way to do this per project or something right? It's only a global?"
"298951787027771392","298951388484993026","14361698","","","2013-02-06 00:30:34 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@balsamiq Interesting. Thanks!"
"298948424261304320","","14361698","","","2013-02-06 00:17:13 +0000","web","@balsamiq It'd be awesome to include Blokk as a font option. http://t.co/JxTIIHUH","http://www.blokkfont.com"
"298945224485523456","","","","","2013-02-06 00:04:30 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>",".@RdioHelp Album Request: Yeasayer's All Hour Cymbals"
"298945120584220674","","","","","2013-02-06 00:04:05 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>",".@RdioHelp Album Request: Here We Go Magic's 2009 self-titled album"
"298896538678198274","","","","","2013-02-05 20:51:02 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Stately, a map font. http://t.co/OowmeRKg Clever girl?","http://intridea.github.com/stately/"
"298590527882944513","298590020888064001","35623","","","2013-02-05 00:35:04 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@jimray ""Split view or nothin'."" - Sublime Text"
"298589365603557376","298585254946557953","35623","","","2013-02-05 00:30:26 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@jimray File &gt; New View into File. Should make another tab of the same file. Move to second column/row."
"298284383603916800","","","","","2013-02-04 04:18:33 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hey, what time does the Super Bowl start next Sunday? I'm gonna set an alarm so I don't miss it."
"297974919101296640","","18445946","","","2013-02-03 07:48:51 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@srdean Just sang Walking on a Dream at Kareoke. Where are you!!"
"297919319948541952","","","","","2013-02-03 04:07:55 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Alright, I sang Old Man by Neil Young at karaoke. My life is complete."
"297839657251635200","297839406818131969","16690643","","","2013-02-02 22:51:22 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@inkxel I've been thinking about buying one. If you do end up selling it, lemme know."
"297838090033192960","297829828466458624","16690643","","","2013-02-02 22:45:08 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@inkxel How much for the PS3?"
"297814973936201728","","","","","2013-02-02 21:13:17 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Just got recognized at one of my favorite weekend lunch spots. I'm now a regular!"
"297811542664179712","297775313495150592","17076876","","","2013-02-02 20:59:39 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@LukesBeard yay. It's pretty good. I was up way too late last night watching."
"297602106540560384","297589539642417153","14270830","","","2013-02-02 07:07:26 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@RibbonsofRed About to start e3. Pretty hooked. Hope it keeps up the goodness."
"297587310986420224","","","","","2013-02-02 06:08:38 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Episode 2 of House of Cards. This show is really good so far. Netflix, you're moving up the ranks quickly."
"297470153250177024","","","","","2013-02-01 22:23:05 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Having some beer, celebrating the launch of DreamObjects this week. Happy Friday y'all."
"297465229091151872","","","297461257768943616","688543","2013-02-01 22:03:31 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","RT @BillErickson: I should change my email signature to ""Clear your browser's cache before emailing me"""
"297455142201094144","297450020922335233","78453","","","2013-02-01 21:23:27 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@khoi By god, I'm gonna try."
"297190198465409026","297189390239801345","146177498","","","2013-02-01 03:50:39 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@tomgenoni Yeah, webkit only for now, unfortunately."
"297136321162514432","","146177498","","","2013-02-01 00:16:34 +0000","web","@tomgenoni I tried your Ouroboros with webkit-mask-image and a radial gradient to mask out the center. Came out decent. http://t.co/4jMZx7BX","http://cssdeck.com/labs/c74bog5a"
"297114967025537024","","","297109259295027200","17639831","2013-01-31 22:51:42 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","RT @askForCharon: I...there are just so few ways to get camping wrong...http://t.co/ZTBYitKv","http://gawker.com/5980261/artisanal-manliness-for-fun-and-profit"
"297114075941453825","297109259295027200","17639831","","","2013-01-31 22:48:10 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@askForCharon Favorite comment: This is like the faked orgasm of a prostitute, but spread over three days in the woods."
"297100189674655744","297076838314950656","71165241","","","2013-01-31 21:52:59 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@Simplify I used a Goal to pay off the IRS in December. I owed them $3k in taxes from 2011. Took half a year, but I did it."
"297096716262445056","","","","","2013-01-31 21:39:11 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Anyone know of an OSX app that does basically why FontSquirrels font-face generator does? I would like."
"297080574932299776","","","","","2013-01-31 20:35:03 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Such a cool idea. @pieratt made a brand and is selling it: http://t.co/ABXXIM9t","http://hessian.tv"
"296791431320850433","296777904744980480","3280841","","","2013-01-31 01:26:06 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@kriegs Dang, I just read about that today. How is it?"
"296709440814604288","","","","","2013-01-30 20:00:17 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","CSS-only spinner: http://t.co/nPaksT8O Pretty cool. Now to just get rid of IE9 and lower.","http://atomeye.com/projects/sass-css-spinner.html"
"296388003654402049","296387863522729984","84372522","","","2013-01-29 22:43:01 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@devisible That it literally the song I'm listening to at this very moment."
"296344302924206082","296218359467474944","50280181","","","2013-01-29 19:49:22 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@sketchapp Is there any ETA on when the next update is gonna drop? I love the app. Can't wait to see it improve."
"296330240869953537","","","","","2013-01-29 18:53:29 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","You guys. New Local Natives album today, you guys."
"296319696062541825","296218359467474944","50280181","","","2013-01-29 18:11:35 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@sketchapp Perfect. I'm not on the beta yet."
"296140804190257153","","","","","2013-01-29 06:20:44 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Anyone try Airmail yet? http://t.co/d1IXWklE I'm still using Sparrow but would love something still being worked on.","http://airmailapp.info"
"296124942058143744","","16690643","","","2013-01-29 05:17:42 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@inkxel Actually, just emulators."
"296123988491526144","296116509506428928","16690643","","","2013-01-29 05:13:55 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@inkxel I am. I've been thinking about trying a few games out on there."
"296121550866903040","","","","","2013-01-29 05:04:14 +0000","<a href=""http://vine.co"" rel=""nofollow"">Vine for iOS</a>","Lovin' his toy. http://t.co/RALdCCFx","http://vine.co/v/bJHr0APzQwg"
"296064027963043840","","","279725768710443009","14217022","2013-01-29 01:15:39 +0000","web","RT @DreamHost: Design team hard at work on some top secret business! http://t.co/p1vHaoPc","http://twitter.com/DreamHost/status/279725768710443009/photo/1"
"296027896928145408","","50280181","","","2013-01-28 22:52:05 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@sketchapp When I import a bitmap into Sketch, if I duplicate the canvas its on, it turns invisible. Haven't been able to get it back."
